ID,LABEL
392167,1
392168,1
392169,0
392170,1
392171,0
392172,0
392173,1
392174,0
392175,0
392176,0
392177,1
392178,0
392179,0
392180,0
392181,1
392182,1
392183,1
392184,1
392185,0
392186,0
392187,0
392188,1
392189,0
392190,0
392191,0
392192,1
392193,1
392194,0
392195,1
392196,0
392197,1
392198,0
392199,0
392200,0
392201,0
392202,1
392203,0
392204,0
392205,0
392206,0
392207,0
392208,0
392209,0
392210,0
392211,0
392212,0
392213,0
392214,0
392215,1
392216,1
392217,1
392218,1
392219,0
392220,0
392221,0
392222,0
392223,0
392224,0
392225,1
392226,0
392227,0
392228,0
392229,0
392230,1
392231,0
392232,0
392233,0
392234,0
392235,1
392236,1
392237,0
392238,0
392239,0
392240,0
392241,0
392242,1
392243,0
392244,1
392245,1
392246,0
392247,0
392248,0
392249,0
392250,0
392251,0
392252,0
392253,1
392254,1
392255,0
392256,0
392257,1
392258,1
392259,1
392260,0
392261,0
392262,1
392263,1
392264,1
392265,0
392266,0
392267,1
392268,0
392269,0
392270,1
392271,0
392272,0
392273,1
392274,0
392275,0
392276,0
392277,0
392278,1
392279,1
392280,0
392281,1
392282,0
392283,1
392284,1
392285,0
392286,0
392287,1
392288,0
392289,0
392290,0
392291,1
392292,1
392293,0
392294,1
392295,0
392296,1
392297,1
392298,1
392299,1
392300,1
392301,0
392302,1
392303,0
392304,1
392305,0
392306,0
392307,1
392308,1
392309,0
392310,1
392311,0
392312,0
392313,0
392314,1
392315,0
392316,1
392317,1
392318,1
392319,1
392320,0
392321,0
392322,0
392323,0
392324,1
392325,1
392326,1
392327,0
392328,0
392329,1
392330,1
392331,0
392332,0
392333,1
392334,0
392335,0
392336,0
392337,0
392338,0
392339,1
392340,1
392341,0
392342,0
392343,0
392344,0
392345,1
392346,0
392347,0
392348,0
392349,0
392350,0
392351,0
392352,0
392353,0
392354,0
392355,0
392356,1
392357,0
392358,0
392359,0
392360,0
392361,1
392362,0
392363,0
392364,0
392365,0
392366,0
392367,0
392368,0
392369,0
392370,1
392371,1
392372,1
392373,1
392374,0
392375,1
392376,1
392377,1
392378,1
392379,1
392380,1
392381,1
392382,1
392383,0
392384,1
392385,1
392386,0
392387,0
392388,0
392389,1
392390,1
392391,0
392392,0
392393,0
392394,1
392395,1
392396,0
392397,1
392398,0
392399,0
392400,1
392401,0
392402,0
392403,1
392404,0
392405,0
392406,1
392407,0
392408,0
392409,1
392410,1
392411,1
392412,0
392413,0
392414,1
392415,1
392416,1
392417,0
392418,0
392419,1
392420,1
392421,1
392422,0
392423,0
392424,1
392425,0
392426,1
392427,1
392428,1
392429,0
392430,1
392431,1
392432,0
392433,1
392434,0
392435,1
392436,0
392437,0
392438,0
392439,1
392440,0
392441,0
392442,0
392443,0
392444,0
392445,0
392446,1
392447,0
392448,1
392449,1
392450,0
392451,0
392452,0
392453,0
392454,1
392455,1
392456,1
392457,1
392458,1
392459,1
392460,0
392461,0
392462,1
392463,0
392464,1
392465,1
392466,1
392467,1
392468,0
392469,0
392470,0
392471,0
392472,1
392473,1
392474,0
392475,1
392476,1
392477,1
392478,1
392479,0
392480,1
392481,0
392482,0
392483,0
392484,1
392485,1
392486,0
392487,0
392488,1
392489,0
392490,0
392491,0
392492,0
392493,0
392494,0
392495,0
392496,0
392497,0
392498,1
392499,0
392500,0
392501,0
392502,0
392503,0
392504,1
392505,0
392506,0
392507,0
392508,1
392509,0
392510,1
392511,0
392512,1
392513,0
392514,1
392515,1
392516,0
392517,1
392518,0
392519,1
392520,1
392521,1
392522,1
392523,0
392524,0
392525,0
392526,0
392527,0
392528,1
392529,1
392530,1
392531,1
392532,1
392533,0
392534,0
392535,1
392536,0
392537,0
392538,1
392539,1
392540,0
392541,1
392542,1
392543,0
392544,1
392545,0
392546,0
392547,0
392548,1
392549,0
392550,1
392551,0
392552,0
392553,0
392554,0
392555,0
392556,0
392557,0
392558,0
392559,1
392560,0
392561,0
392562,0
392563,0
392564,1
392565,0
392566,0
392567,0
392568,0
392569,1
392570,1
392571,0
392572,1
392573,1
392574,1
392575,1
392576,0
392577,0
392578,1
392579,0
392580,0
392581,1
392582,0
392583,1
392584,0
392585,1
392586,1
392587,1
392588,0
392589,1
392590,0
392591,0
392592,0
392593,0
392594,1
392595,0
392596,1
392597,0
392598,0
392599,1
392600,1
392601,0
392602,1
392603,1
392604,0
392605,0
392606,0
392607,0
392608,0
392609,0
392610,0
392611,0
392612,0
392613,1
392614,0
392615,1
392616,1
392617,1
392618,1
392619,0
392620,0
392621,0
392622,0
392623,0
392624,0
392625,0
392626,0
392627,0
392628,0
392629,0
392630,1
392631,0
392632,0
392633,0
392634,1
392635,0
392636,1
392637,0
392638,0
392639,0
392640,0
392641,0
392642,1
392643,0
392644,0
392645,0
392646,0
392647,1
392648,0
392649,0
392650,0
392651,1
392652,0
392653,0
392654,0
392655,0
392656,0
392657,0
392658,1
392659,0
392660,0
392661,1
392662,0
392663,0
392664,0
392665,0
392666,0
392667,1
392668,1
392669,0
392670,0
392671,0
392672,0
392673,1
392674,1
392675,0
392676,0
392677,0
392678,0
392679,0
392680,0
392681,0
392682,0
392683,0
392684,0
392685,1
392686,1
392687,0
392688,1
392689,1
392690,1
392691,0
392692,1
392693,1
392694,1
392695,0
392696,0
392697,0
392698,0
392699,0
392700,0
392701,0
392702,1
392703,0
392704,1
392705,1
392706,0
392707,0
392708,0
392709,1
392710,1
392711,0
392712,0
392713,0
392714,0
392715,0
392716,0
392717,0
392718,0
392719,1
392720,0
392721,0
392722,0
392723,0
392724,0
392725,0
392726,0
392727,0
392728,0
392729,0
392730,0
392731,1
392732,0
392733,1
392734,0
392735,1
392736,0
392737,0
392738,0
392739,0
392740,0
392741,1
392742,0
392743,0
392744,0
392745,0
392746,0
392747,0
392748,1
392749,0
392750,1
392751,0
392752,0
392753,0
392754,0
392755,0
392756,1
392757,1
392758,1
392759,1
392760,0
392761,0
392762,0
392763,0
392764,0
392765,1
392766,0
392767,0
392768,0
392769,0
392770,0
392771,0
392772,0
392773,0
392774,0
392775,0
392776,0
392777,0
392778,0
392779,0
392780,0
392781,0
392782,0
392783,0
392784,1
392785,1
392786,0
392787,1
392788,0
392789,0
392790,0
392791,0
392792,0
392793,0
392794,1
392795,0
392796,0
392797,0
392798,0
392799,0
392800,0
392801,0
392802,0
392803,0
392804,0
392805,0
392806,0
392807,0
392808,0
392809,0
392810,0
392811,0
392812,0
392813,0
392814,0
392815,0
392816,0
392817,0
392818,0
392819,0
392820,1
392821,0
392822,0
392823,0
392824,0
392825,0
392826,0
392827,1
392828,1
392829,0
392830,0
392831,0
392832,0
392833,0
392834,0
392835,0
392836,0
392837,0
392838,0
392839,0
392840,0
392841,0
392842,0
392843,0
392844,0
392845,0
392846,0
392847,0
392848,0
392849,0
392850,1
392851,0
392852,1
392853,1
392854,1
392855,0
392856,0
392857,1
392858,0
392859,1
392860,1
392861,1
392862,0
392863,1
392864,0
392865,0
392866,0
392867,0
392868,0
392869,0
392870,0
392871,0
392872,1
392873,1
392874,1
392875,0
392876,0
392877,1
392878,0
392879,0
392880,0
392881,0
392882,1
392883,1
392884,1
392885,0
392886,1
392887,1
392888,1
392889,0
392890,0
392891,0
392892,0
392893,1
392894,0
392895,1
392896,0
392897,0
392898,1
392899,1
392900,0
392901,0
392902,1
392903,0
392904,1
392905,1
392906,1
392907,1
392908,1
392909,0
392910,1
392911,0
392912,0
392913,0
392914,0
392915,0
392916,0
392917,0
392918,0
392919,0
392920,0
392921,1
392922,1
392923,1
392924,0
392925,0
392926,0
392927,1
392928,0
392929,0
392930,0
392931,0
392932,0
392933,1
392934,0
392935,0
392936,0
392937,1
392938,0
392939,1
392940,1
392941,1
392942,1
392943,1
392944,0
392945,1
392946,1
392947,0
392948,0
392949,0
392950,0
392951,0
392952,0
392953,1
392954,1
392955,1
392956,1
392957,0
392958,0
392959,1
392960,1
392961,0
392962,0
392963,0
392964,0
392965,0
392966,0
392967,0
392968,1
392969,1
392970,1
392971,1
392972,1
392973,0
392974,0
392975,0
392976,0
392977,0
392978,1
392979,0
392980,0
392981,1
392982,0
392983,0
392984,1
392985,0
392986,0
392987,0
392988,0
392989,0
392990,0
392991,0
392992,0
392993,0
392994,0
392995,0
392996,0
392997,0
392998,0
392999,0
393000,0
393001,0
393002,0
393003,1
393004,0
393005,0
393006,0
393007,0
393008,1
393009,1
393010,0
393011,0
393012,0
393013,1
393014,0
393015,0
393016,0
393017,0
393018,0
393019,1
393020,1
393021,0
393022,1
393023,0
393024,1
393025,1
393026,1
393027,0
393028,1
393029,0
393030,0
393031,1
393032,1
393033,1
393034,1
393035,1
393036,0
393037,0
393038,1
393039,1
393040,1
393041,1
393042,1
393043,1
393044,0
393045,1
393046,1
393047,1
393048,1
393049,0
393050,1
393051,1
393052,1
393053,1
393054,1
393055,1
393056,1
393057,1
393058,0
393059,0
393060,1
393061,0
393062,0
393063,1
393064,0
393065,1
393066,1
393067,1
393068,1
393069,1
393070,0
393071,1
393072,1
393073,1
393074,0
393075,1
393076,0
393077,0
393078,0
393079,1
393080,1
393081,0
393082,0
393083,0
393084,0
393085,0
393086,0
393087,0
393088,0
393089,0
393090,0
393091,0
393092,1
393093,0
393094,1
393095,0
393096,1
393097,0
393098,0
393099,1
393100,0
393101,0
393102,0
393103,0
393104,1
393105,0
393106,1
393107,0
393108,1
393109,1
393110,1
393111,1
393112,1
393113,0
393114,0
393115,0
393116,0
393117,0
393118,1
393119,0
393120,0
393121,1
393122,1
393123,0
393124,1
393125,1
393126,0
393127,1
393128,0
393129,0
393130,0
393131,0
393132,0
393133,0
393134,0
393135,0
393136,0
393137,0
393138,0
393139,0
393140,1
393141,0
393142,1
393143,0
393144,0
393145,0
393146,1
393147,0
393148,1
393149,0
393150,0
393151,1
393152,1
393153,1
393154,0
393155,0
393156,0
393157,1
393158,0
393159,1
393160,1
393161,0
393162,0
393163,0
393164,1
393165,0
393166,0
393167,0
393168,1
393169,1
393170,1
393171,0
393172,0
393173,1
393174,1
393175,0
393176,0
393177,1
393178,0
393179,0
393180,1
393181,1
393182,1
393183,1
393184,1
393185,0
393186,0
393187,1
393188,0
393189,0
393190,0
393191,0
393192,0
393193,0
393194,0
393195,0
393196,0
393197,0
393198,1
393199,0
393200,1
393201,1
393202,0
393203,1
393204,0
393205,0
393206,0
393207,0
393208,0
393209,1
393210,1
393211,0
393212,0
393213,0
393214,0
393215,1
393216,0
393217,1
393218,1
393219,1
393220,0
393221,1
393222,1
393223,0
393224,1
393225,0
393226,1
393227,1
393228,0
393229,1
393230,0
393231,1
393232,1
393233,0
393234,1
393235,1
393236,0
393237,0
393238,0
393239,1
393240,1
393241,1
393242,1
393243,1
393244,1
393245,0
393246,1
393247,1
393248,1
393249,1
393250,0
393251,0
393252,1
393253,1
393254,1
393255,0
393256,0
393257,1
393258,0
393259,0
393260,0
393261,0
393262,0
393263,0
393264,0
393265,0
393266,0
393267,0
393268,0
393269,0
393270,0
393271,0
393272,0
393273,0
393274,0
393275,0
393276,0
393277,0
393278,0
393279,0
393280,0
393281,1
393282,1
393283,1
393284,0
393285,1
393286,1
393287,1
393288,1
393289,1
393290,0
393291,1
393292,0
393293,0
393294,0
393295,0
393296,0
393297,0
393298,1
393299,0
393300,1
393301,0
393302,0
393303,0
393304,0
393305,1
393306,0
393307,0
393308,0
393309,1
393310,1
393311,0
393312,0
393313,1
393314,0
393315,0
393316,0
393317,1
393318,1
393319,1
393320,1
393321,1
393322,1
393323,1
393324,1
393325,1
393326,0
393327,0
393328,1
393329,1
393330,0
393331,1
393332,1
393333,1
393334,0
393335,1
393336,1
393337,1
393338,1
393339,1
393340,1
393341,0
393342,0
393343,0
393344,1
393345,0
393346,1
393347,0
393348,0
393349,0
393350,1
393351,1
393352,0
393353,0
393354,1
393355,1
393356,0
393357,0
393358,0
393359,0
393360,1
393361,1
393362,1
393363,1
393364,0
393365,0
393366,1
393367,0
393368,1
393369,0
393370,0
393371,0
393372,0
393373,1
393374,0
393375,1
393376,1
393377,1
393378,0
393379,1
393380,1
393381,0
393382,1
393383,1
393384,0
393385,1
393386,0
393387,1
393388,0
393389,0
393390,0
393391,0
393392,0
393393,0
393394,0
393395,0
393396,0
393397,0
393398,0
393399,0
393400,0
393401,0
393402,1
393403,1
393404,1
393405,1
393406,1
393407,1
393408,0
393409,0
393410,0
393411,0
393412,0
393413,0
393414,0
393415,0
393416,0
393417,0
393418,0
393419,0
393420,0
393421,1
393422,0
393423,0
393424,1
393425,1
393426,1
393427,0
393428,0
393429,0
393430,0
393431,1
393432,1
393433,1
393434,0
393435,0
393436,1
393437,1
393438,0
393439,0
393440,0
393441,0
393442,0
393443,1
393444,1
393445,1
393446,1
393447,0
393448,0
393449,1
393450,1
393451,1
393452,1
393453,1
393454,1
393455,1
393456,1
393457,1
393458,0
393459,0
393460,1
393461,1
393462,1
393463,0
393464,0
393465,0
393466,0
393467,0
393468,0
393469,0
393470,0
393471,0
393472,1
393473,1
393474,0
393475,1
393476,1
393477,0
393478,0
393479,0
393480,1
393481,0
393482,0
393483,0
393484,0
393485,1
393486,0
393487,0
393488,0
393489,0
393490,1
393491,0
393492,1
393493,1
393494,1
393495,0
393496,0
393497,0
393498,0
393499,0
393500,1
393501,1
393502,0
393503,0
393504,0
393505,0
393506,0
393507,0
393508,0
393509,0
393510,0
393511,0
393512,0
393513,0
393514,0
393515,1
393516,0
393517,1
393518,0
393519,1
393520,0
393521,1
393522,0
393523,0
393524,0
393525,1
393526,0
393527,0
393528,0
393529,0
393530,0
393531,0
393532,0
393533,0
393534,0
393535,1
393536,0
393537,1
393538,0
393539,0
393540,1
393541,0
393542,1
393543,0
393544,0
393545,1
393546,0
393547,0
393548,0
393549,0
393550,0
393551,0
393552,1
393553,0
393554,1
393555,1
393556,1
393557,0
393558,1
393559,1
393560,1
393561,1
393562,1
393563,1
393564,1
393565,0
393566,1
393567,1
393568,0
393569,0
393570,1
393571,1
393572,0
393573,0
393574,0
393575,0
393576,1
393577,0
393578,0
393579,0
393580,0
393581,0
393582,1
393583,1
393584,1
393585,0
393586,1
393587,0
393588,1
393589,1
393590,0
393591,1
393592,0
393593,0
393594,1
393595,1
393596,1
393597,1
393598,1
393599,1
393600,1
393601,1
393602,0
393603,0
393604,1
393605,0
393606,0
393607,0
393608,0
393609,0
393610,1
393611,1
393612,1
393613,1
393614,1
393615,0
393616,1
393617,1
393618,0
393619,1
393620,0
393621,0
393622,0
393623,1
393624,0
393625,0
393626,1
393627,0
393628,1
393629,1
393630,1
393631,1
393632,1
393633,1
393634,0
393635,1
393636,1
393637,0
393638,0
393639,1
393640,0
393641,1
393642,1
393643,1
393644,1
393645,0
393646,0
393647,0
393648,0
393649,1
393650,1
393651,0
393652,1
393653,0
393654,0
393655,0
393656,0
393657,0
393658,0
393659,0
393660,0
393661,1
393662,0
393663,1
393664,1
393665,0
393666,0
393667,0
393668,0
393669,0
393670,0
393671,0
393672,0
393673,0
393674,0
393675,0
393676,0
393677,0
393678,1
393679,0
393680,0
393681,1
393682,0
393683,1
393684,0
393685,0
393686,0
393687,0
393688,0
393689,0
393690,0
393691,0
393692,0
393693,0
393694,0
393695,1
393696,1
393697,0
393698,0
393699,0
393700,0
393701,1
393702,0
393703,0
393704,1
393705,0
393706,0
393707,0
393708,0
393709,0
393710,0
393711,0
393712,1
393713,0
393714,0
393715,1
393716,0
393717,0
393718,0
393719,0
393720,0
393721,0
393722,0
393723,1
393724,0
393725,0
393726,1
393727,1
393728,1
393729,0
393730,1
393731,1
393732,0
393733,0
393734,0
393735,0
393736,1
393737,0
393738,1
393739,0
393740,0
393741,0
393742,0
393743,0
393744,0
393745,0
393746,0
393747,0
393748,0
393749,0
393750,0
393751,0
393752,0
393753,1
393754,0
393755,1
393756,0
393757,0
393758,0
393759,0
393760,0
393761,0
393762,0
393763,0
393764,0
393765,0
393766,0
393767,0
393768,1
393769,0
393770,0
393771,0
393772,0
393773,0
393774,0
393775,1
393776,1
393777,0
393778,0
393779,0
393780,0
393781,0
393782,0
393783,0
393784,0
393785,0
393786,0
393787,0
393788,0
393789,1
393790,0
393791,0
393792,0
393793,0
393794,1
393795,0
393796,0
393797,0
393798,0
393799,0
393800,0
393801,1
393802,0
393803,0
393804,0
393805,0
393806,0
393807,0
393808,0
393809,1
393810,0
393811,0
393812,0
393813,0
393814,1
393815,0
393816,0
393817,0
393818,0
393819,0
393820,0
393821,0
393822,0
393823,0
393824,0
393825,0
393826,0
393827,1
393828,0
393829,0
393830,0
393831,0
393832,0
393833,0
393834,0
393835,0
393836,0
393837,0
393838,0
393839,1
393840,0
393841,0
393842,0
393843,0
393844,0
393845,0
393846,1
393847,0
393848,0
393849,0
393850,0
393851,0
393852,0
393853,0
393854,1
393855,0
393856,1
393857,0
393858,0
393859,0
393860,0
393861,0
393862,0
393863,1
393864,1
393865,0
393866,0
393867,0
393868,1
393869,0
393870,0
393871,0
393872,0
393873,0
393874,0
393875,0
393876,0
393877,0
393878,0
393879,0
393880,0
393881,0
393882,0
393883,0
393884,0
393885,0
393886,0
393887,0
393888,1
393889,0
393890,0
393891,0
393892,0
393893,0
393894,0
393895,0
393896,0
393897,0
393898,1
393899,0
393900,0
393901,0
393902,0
393903,0
393904,0
393905,0
393906,0
393907,0
393908,0
393909,0
393910,0
393911,0
393912,0
393913,0
393914,0
393915,0
393916,1
393917,0
393918,1
393919,0
393920,0
393921,0
393922,0
393923,0
393924,0
393925,1
393926,1
393927,1
393928,1
393929,1
393930,1
393931,0
393932,1
393933,0
393934,1
393935,1
393936,1
393937,0
393938,0
393939,0
393940,1
393941,1
393942,0
393943,0
393944,0
393945,1
393946,1
393947,0
393948,0
393949,0
393950,1
393951,0
393952,0
393953,0
393954,0
393955,0
393956,1
393957,0
393958,0
393959,0
393960,0
393961,0
393962,0
393963,0
393964,0
393965,0
393966,0
393967,0
393968,0
393969,0
393970,0
393971,1
393972,1
393973,0
393974,0
393975,0
393976,0
393977,0
393978,0
393979,0
393980,0
393981,0
393982,0
393983,0
393984,0
393985,0
393986,0
393987,1
393988,0
393989,0
393990,0
393991,0
393992,1
393993,1
393994,0
393995,1
393996,1
393997,0
393998,1
393999,0
394000,0
394001,1
394002,0
394003,0
394004,1
394005,1
394006,1
394007,0
394008,1
394009,1
394010,1
394011,1
394012,0
394013,1
394014,0
394015,1
394016,0
394017,0
394018,1
394019,0
394020,0
394021,0
394022,1
394023,0
394024,0
394025,0
394026,0
394027,0
394028,1
394029,1
394030,0
394031,0
394032,0
394033,0
394034,0
394035,0
394036,0
394037,0
394038,1
394039,1
394040,1
394041,0
394042,1
394043,0
394044,0
394045,0
394046,0
394047,0
394048,1
394049,1
394050,0
394051,1
394052,0
394053,0
394054,0
394055,0
394056,0
394057,0
394058,0
394059,0
394060,0
394061,0
394062,0
394063,0
394064,0
394065,0
394066,0
394067,0
394068,0
394069,1
394070,1
394071,0
394072,0
394073,0
394074,0
394075,0
394076,0
394077,0
394078,0
394079,0
394080,0
394081,0
394082,0
394083,0
394084,0
394085,0
394086,0
394087,0
394088,0
394089,0
394090,0
394091,0
394092,0
394093,0
394094,0
394095,0
394096,0
394097,1
394098,0
394099,1
394100,1
394101,1
394102,0
394103,1
394104,0
394105,0
394106,0
394107,0
394108,0
394109,1
394110,0
394111,0
394112,0
394113,1
394114,0
394115,0
394116,0
394117,0
394118,0
394119,0
394120,0
394121,0
394122,0
394123,0
394124,0
394125,0
394126,0
394127,1
394128,0
394129,0
394130,0
394131,1
394132,0
394133,0
394134,0
394135,0
394136,0
394137,0
394138,0
394139,1
394140,0
394141,0
394142,0
394143,0
394144,1
394145,1
394146,0
394147,1
394148,0
394149,0
394150,0
394151,1
394152,1
394153,0
394154,0
394155,0
394156,1
394157,0
394158,0
394159,0
394160,0
394161,0
394162,1
394163,1
394164,1
394165,1
394166,1
394167,1
394168,1
394169,1
394170,0
394171,1
394172,0
394173,0
394174,0
394175,0
394176,0
394177,1
394178,0
394179,1
394180,0
394181,0
394182,1
394183,0
394184,1
394185,1
394186,1
394187,1
394188,0
394189,0
394190,0
394191,0
394192,1
394193,1
394194,1
394195,1
394196,1
394197,0
394198,1
394199,0
394200,1
394201,1
394202,1
394203,1
394204,1
394205,1
394206,0
394207,0
394208,0
394209,1
394210,1
394211,1
394212,1
394213,1
394214,1
394215,0
394216,0
394217,0
394218,1
394219,1
394220,1
394221,1
394222,0
394223,0
394224,1
394225,1
394226,1
394227,1
394228,0
394229,1
394230,0
394231,1
394232,1
394233,1
394234,1
394235,1
394236,1
394237,1
394238,1
394239,1
394240,1
394241,1
394242,1
394243,1
394244,0
394245,1
394246,0
394247,0
394248,0
394249,0
394250,0
394251,0
394252,0
394253,0
394254,0
394255,0
394256,0
394257,0
394258,0
394259,0
394260,0
394261,0
394262,0
394263,0
394264,0
394265,1
394266,0
394267,0
394268,0
394269,0
394270,0
394271,1
394272,0
394273,1
394274,0
394275,0
394276,0
394277,1
394278,0
394279,1
394280,1
394281,1
394282,0
394283,0
394284,0
394285,1
394286,0
394287,1
394288,0
394289,0
394290,0
394291,0
394292,0
394293,0
394294,0
394295,0
394296,0
394297,0
394298,0
394299,0
394300,0
394301,0
394302,0
394303,0
394304,0
394305,0
394306,0
394307,0
394308,1
394309,0
394310,1
394311,0
394312,0
394313,0
394314,0
394315,0
394316,0
394317,1
394318,1
394319,1
394320,1
394321,1
394322,1
394323,0
394324,1
394325,0
394326,1
394327,1
394328,0
394329,0
394330,1
394331,0
394332,0
394333,1
394334,0
394335,0
394336,1
394337,1
394338,0
394339,0
394340,0
394341,0
394342,0
394343,0
394344,1
394345,0
394346,0
394347,0
394348,1
394349,0
394350,0
394351,0
394352,0
394353,0
394354,0
394355,0
394356,0
394357,0
394358,1
394359,0
394360,0
394361,1
394362,0
394363,0
394364,0
394365,0
394366,0
394367,0
394368,0
394369,0
394370,1
394371,0
394372,0
394373,1
394374,1
394375,1
394376,1
394377,1
394378,1
394379,1
394380,1
394381,0
394382,0
394383,0
394384,0
394385,0
394386,0
394387,0
394388,0
394389,0
394390,0
394391,0
394392,0
394393,0
394394,0
394395,0
394396,0
394397,0
394398,0
394399,1
394400,1
394401,0
394402,0
394403,0
394404,1
394405,1
394406,0
394407,0
394408,0
394409,0
394410,0
394411,0
394412,1
394413,0
394414,0
394415,1
394416,0
394417,0
394418,1
394419,0
394420,1
394421,0
394422,0
394423,1
394424,0
394425,1
394426,0
394427,1
394428,0
394429,1
394430,0
394431,1
394432,0
394433,0
394434,0
394435,0
394436,0
394437,0
394438,0
394439,1
394440,1
394441,1
394442,1
394443,1
394444,1
394445,0
394446,0
394447,0
394448,0
394449,0
394450,0
394451,0
394452,0
394453,1
394454,0
394455,0
394456,0
394457,1
394458,0
394459,1
394460,0
394461,0
394462,1
394463,1
394464,0
394465,1
394466,1
394467,0
394468,1
394469,1
394470,1
394471,1
394472,0
394473,1
394474,0
394475,0
394476,0
394477,0
394478,0
394479,1
394480,0
394481,0
394482,1
394483,0
394484,0
394485,0
394486,1
394487,0
394488,0
394489,0
394490,1
394491,0
394492,0
394493,0
394494,0
394495,1
394496,0
394497,0
394498,0
394499,1
394500,1
394501,0
394502,1
394503,1
394504,1
394505,0
394506,0
394507,1
394508,1
394509,0
394510,1
394511,0
394512,0
394513,0
394514,0
394515,0
394516,0
394517,0
394518,0
394519,0
394520,0
394521,0
394522,1
394523,1
394524,0
394525,1
394526,1
394527,1
394528,0
394529,0
394530,0
394531,0
394532,1
394533,1
394534,1
394535,0
394536,0
394537,0
394538,1
394539,0
394540,0
394541,1
394542,1
394543,0
394544,0
